customer_id,total_amount,invoice,quantity,avg_basket,spend_early,spend_late,spend_drop,country,total_spend,driver
12569,1164.32,5,492,232.86399999999998,796.4,367.92,2.16,Germany,4124.69,competition
12573,160.54,1,84,160.54,0.0,160.54,0.0,France,717.41,adoption
12576,154.8,1,116,154.8,0.0,154.8,0.0,Poland,2142.72,adoption
12580,415.7,1,238,415.7,415.7,0.0,415.7,Germany,1052.9,price
12582,306.2,1,159,306.2,306.2,0.0,306.2,Finland,1980.4,price
12583,1134.81,2,631,567.405,712.85,421.96000000000004,1.69,France,14447.44,adoption
12584,463.63,1,84,463.63,463.63,0.0,463.63,Italy,2338.15,price
12585,777.25,1,407,777.25,0.0,777.25,0.0,Germany,2040.1,adoption
12590,9864.26,2,4283,4932.13,0.0,9864.26,0.0,Germany,9864.26,adoption
12592,231.8,1,165,231.8,0.0,231.8,0.0,Germany,2582.66,adoption
12593,236.0,1,100,236.0,0.0,236.0,0.0,France,418.1,adoption
12594,1167.99,4,639,291.9975,325.5,842.49,0.39,Italy,5090.11,competition
12596,269.95,1,156,269.95,269.95,0.0,269.95,Spain,618.27,price
12597,516.15,1,230,516.15,516.15,0.0,516.15,Spain,3811.22,price
12598,564.88,2,370,282.44,0.0,564.88,0.0,France,4534.09,adoption
12599,151.4,1,141,151.4,0.0,151.4,0.0,France,2296.72,adoption
12600,613.22,3,157,204.40666666666667,124.08000000000001,489.14,0.25,Germany,5043.92,competition
12601,251.6,2,84,125.8,111.0,140.6,0.78,Germany,681.26,adoption
12604,178.5,1,137,178.5,178.5,0.0,178.5,France,254.17999999999998,price
12613,1462.52,4,759,365.63,821.66,640.86,1.28,Germany,6835.07,competition
12614,315.6,1,76,315.6,315.6,0.0,315.6,Germany,315.6,price
12619,631.66,2,512,315.83,205.98,425.68,0.48,Germany,3781.38,adoption
12620,561.66,1,434,561.66,0.0,561.66,0.0,France,1339.41,adoption
12621,4436.93,6,2331,739.4883333333333,960.0,3476.93,0.28,Germany,24775.81,competition
12622,180.1,1,69,180.1,0.0,180.1,0.0,Germany,180.1,adoption
12623,305.1,1,191,305.1,305.1,0.0,305.1,Germany,3747.84,price
12625,967.2,1,703,967.2,0.0,967.2,0.0,Germany,5164.88,adoption
12633,716.73,1,342,716.73,0.0,716.73,0.0,Germany,5678.16,adoption
12637,875.0699999999999,3,377,291.69,875.0699999999999,0.0,875.07,France,8340.31,price
12639,486.1,1,201,486.1,486.1,0.0,486.1,Sweden,1312.37,price
12643,540.72,2,316,270.36,0.0,540.72,0.0,France,8350.42,adoption
12645,429.6,1,240,429.6,0.0,429.6,0.0,Germany,3539.2999999999997,adoption
12647,1108.71,3,434,369.57,815.46,293.25,2.77,Germany,17924.35,price
12649,375.0,1,204,375.0,0.0,375.0,0.0,Germany,2294.65,adoption
12654,171.15,2,74,85.575,0.0,171.15,0.0,Germany,601.98,adoption
12656,1659.6,2,673,829.8,0.0,1659.6,0.0,France,6407.83,adoption
12662,746.22,2,397,373.11,746.22,0.0,746.22,Germany,6988.0199999999995,price
12664,642.0,1,153,642.0,0.0,642.0,0.0,Finland,6070.04,adoption
12668,1444.8,1,522,1444.8,1444.8,0.0,1444.8,Germany,11444.68,price
12669,2272.6,2,849,1136.3,2272.6,0.0,2272.6,France,2744.0299999999997,price
12670,1026.39,2,488,513.195,0.0,1026.39,0.0,France,3760.29,adoption
12674,586.74,1,222,586.74,0.0,586.74,0.0,France,1970.6,adoption
12676,197.89999999999998,1,107,197.89999999999998,197.89999999999998,0.0,197.9,Sweden,2843.09,price
12678,3377.13,2,2272,1688.565,3377.13,0.0,3377.13,France,34281.18,price
12679,112.32,1,74,112.32,0.0,112.32,0.0,France,1113.02,adoption
12681,2962.4,6,1725,493.73333333333335,1432.81,1529.59,0.94,France,30868.28,competition
12682,2365.15,6,1014,394.19166666666666,1064.95,1300.2,0.82,France,24033.91,competition
12683,2270.15,5,1429,454.03000000000003,1255.8799999999999,1014.27,1.24,France,12696.78,competition
12684,917.1,3,888,305.7,0.0,917.1,0.0,France,2283.63,competition
12690,389.01,1,106,389.01,0.0,389.01,0.0,France,389.01,adoption
12693,468.72,2,174,234.36,239.85,228.87,1.04,Germany,1703.02,adoption
12695,89.25,1,33,89.25,0.0,89.25,0.0,France,1407.1200000000001,adoption
12700,1092.43,1,779,1092.43,0.0,1092.43,0.0,France,4939.99,adoption
12701,337.08,1,246,337.08,337.08,0.0,337.08,Germany,2446.41,price
12705,2306.1,2,1339,1153.05,1321.25,984.85,1.34,Germany,11762.1,adoption
12708,857.11,3,500,285.7033333333333,282.66,574.45,0.49,Germany,5314.1,competition
12709,732.78,3,439,244.26,486.7,246.07999999999998,1.97,Germany,31093.34,competition
12710,718.96,1,386,718.96,0.0,718.96,0.0,Germany,1149.02,adoption
12712,1232.05,4,320,308.0125,520.0,712.05,0.73,Germany,7193.66,competition
12714,793.62,1,479,793.62,0.0,793.62,0.0,France,14093.71,adoption
12717,609.74,1,262,609.74,609.74,0.0,609.74,Greece,1308.91,price
12720,1236.44,6,1046,206.07333333333335,791.56,444.88,1.78,Germany,8260.67,competition
12721,366.2,1,239,366.2,366.2,0.0,366.2,France,4013.08,price
12726,539.42,2,756,269.71,316.02,223.4,1.41,France,4014.6,adoption
12727,573.16,2,342,286.58,573.16,0.0,573.16,France,5679.53,price
12728,164.05,1,61,164.05,164.05,0.0,164.05,France,1070.17,price
12731,3983.76,4,2052,995.94,2602.46,1381.3,1.88,France,25775.71,competition
12733,383.95,1,137,383.95,0.0,383.95,0.0,USA,2424.87,adoption
12744,8209.58,3,1389,2736.5266666666666,8209.58,0.0,8209.58,Singapore,25317.06,price
12747,771.31,2,261,385.655,0.0,771.31,0.0,United Kingdom,9276.539999999999,adoption
12748,4514.24,42,2722,107.48190476190476,1237.52,3276.72,0.38,United Kingdom,56599.39,competition
12749,859.1,1,262,859.1,0.0,859.1,0.0,United Kingdom,6897.36,adoption
12753,3599.38,1,1626,3599.38,3599.38,0.0,3599.38,Japan,21429.39,price
12754,2965.17,2,6444,1482.585,16.05,2949.12,0.01,Japan,3010.7400000000002,adoption
12755,17.549999999999997,1,3,17.549999999999997,17.549999999999997,0.0,17.55,Japan,9030.66,quality
12757,4202.2300000000005,5,315,840.4460000000001,0.0,4202.2300000000005,0.0,Portugal,7857.1,competition
12758,1570.19,1,1109,1570.19,1570.19,0.0,1570.19,Portugal,9903.24,price
12759,444.8,1,277,444.8,444.8,0.0,444.8,Netherlands,5020.74,price
12766,1206.29,1,581,1206.29,1206.29,0.0,1206.29,Portugal,10068.28,price
12769,1143.6,1,356,1143.6,1143.6,0.0,1143.6,Brazil,1143.6,price
12770,1351.45,1,743,1351.45,0.0,1351.45,0.0,Japan,3246.45,adoption
12775,530.43,2,298,265.215,235.71,294.72,0.8,Netherlands,1686.12,adoption
12778,273.58,2,256,136.79,273.58,0.0,273.58,Netherlands,1775.68,price
12779,1775.83,3,855,591.9433333333333,1023.62,752.21,1.36,Poland,6722.2699999999995,competition
12782,415.52,1,174,415.52,415.52,0.0,415.52,Portugal,4618.24,price
12787,158.1,1,65,158.1,0.0,158.1,0.0,Netherlands,862.18,adoption
12790,324.91999999999996,1,166,324.91999999999996,0.0,324.91999999999996,0.0,Netherlands,591.85,adoption
12792,400.53999999999996,1,217,400.53999999999996,400.53999999999996,0.0,400.54,Portugal,827.01,price
12811,274.6,2,126,137.3,274.6,0.0,274.6,Portugal,1033.9,price
12815,615.36,1,239,615.36,0.0,615.36,0.0,Poland,1063.46,adoption
12817,166.04,1,53,166.04,166.04,0.0,166.04,Austria,690.98,price
12818,1542.08,1,929,1542.08,1542.08,0.0,1542.08,Austria,1542.08,price
12821,92.72,1,70,92.72,0.0,92.72,0.0,United Kingdom,220.8,adoption
12823,459.0,1,60,459.0,459.0,0.0,459.0,United Kingdom,6501.5,price
12831,215.05,1,135,215.05,215.05,0.0,215.05,United Kingdom,451.11,price
12836,814.71,1,443,814.71,0.0,814.71,0.0,United Kingdom,6585.62,adoption
12839,306.88,1,286,306.88,0.0,306.88,0.0,United Kingdom,10071.73,adoption
12840,1577.97,2,863,788.985,0.0,1577.97,0.0,United Kingdom,4041.97,adoption
12841,548.34,4,362,137.085,432.25,116.09,3.69,United Kingdom,7540.68,price
12843,627.06,3,303,209.01999999999998,93.4,533.66,0.17,United Kingdom,6588.41,competition
12845,289.0,3,183,96.33333333333333,289.0,0.0,289.0,United Kingdom,354.09000000000003,price
12849,704.5,1,514,704.5,704.5,0.0,704.5,United Kingdom,3090.56,price
12853,457.6,2,188,228.8,457.6,0.0,457.6,United Kingdom,3907.5,price
12854,420.46999999999997,1,260,420.46999999999997,420.46999999999997,0.0,420.47,United Kingdom,2994.02,price
12857,304.8,1,69,304.8,0.0,304.8,0.0,United Kingdom,3688.0,adoption
12867,951.59,2,1157,475.795,500.34,451.25,1.11,United Kingdom,7913.29,adoption
12868,685.79,2,423,342.895,248.27,437.52,0.57,United Kingdom,2247.06,adoption
12871,132.0,1,80,132.0,0.0,132.0,0.0,United Kingdom,744.02,adoption
12876,726.43,1,651,726.43,0.0,726.43,0.0,Belgium,4081.79,adoption
12877,352.58,4,166,88.145,170.26,182.32,0.93,United Kingdom,2955.17,competition
12878,854.99,2,547,427.495,315.18,539.8100000000001,0.58,United Kingdom,854.99,adoption
12881,298.0,1,21,298.0,298.0,0.0,298.0,United Kingdom,298.0,price
12886,775.0,1,416,775.0,0.0,775.0,0.0,United Kingdom,1378.4,adoption
12888,354.12,2,76,177.06,272.76,81.36,3.31,United Kingdom,354.12,price
12891,204.0,1,600,204.0,0.0,204.0,0.0,United Kingdom,840.5,adoption
12897,87.7,1,46,87.7,0.0,87.7,0.0,United Kingdom,514.25,adoption
12901,7785.56,11,8101,707.7781818181819,3274.3199999999997,4511.24,0.73,United Kingdom,17654.54,competition
12902,138.68,1,66,138.68,138.68,0.0,138.68,United Kingdom,138.68,price
12909,1528.37,3,786,509.45666666666665,903.45,624.92,1.44,United Kingdom,3103.19,competition
12910,1142.5,3,654,380.8333333333333,720.22,422.28,1.7,United Kingdom,5796.5199999999995,competition
12916,1464.93,2,531,732.465,649.78,815.15,0.8,United Kingdom,4654.0199999999995,adoption
12921,2341.06,6,1523,390.1766666666667,1063.87,1277.19,0.83,United Kingdom,35921.04,competition
12924,597.08,2,268,298.54,229.8,367.28,0.62,United Kingdom,2469.4,adoption
12928,387.7,1,236,387.7,387.7,0.0,387.7,United Kingdom,4304.89,price
12931,2047.3,4,1770,511.825,1550.5,496.8,3.11,United Kingdom,92347.34,price
12935,434.6,1,303,434.6,0.0,434.6,0.0,United Kingdom,4243.86,adoption
12937,428.23,2,268,214.115,217.43,210.8,1.03,United Kingdom,3097.61,adoption
12939,1919.04,1,736,1919.04,1919.04,0.0,1919.04,United Kingdom,25264.8,price
12942,137.77,1,35,137.77,0.0,137.77,0.0,United Kingdom,942.65,adoption
12947,429.57,1,478,429.57,0.0,429.57,0.0,United Kingdom,1908.03,adoption
12948,886.26,3,388,295.42,528.96,357.3,1.48,United Kingdom,2317.43,competition
12949,2250.7,3,1279,750.2333333333332,1534.3,716.4,2.14,United Kingdom,15526.7,competition
12951,318.79,2,100,159.395,155.19,163.6,0.94,United Kingdom,3213.72,adoption
12955,697.42,3,548,232.47333333333333,473.82,223.6,2.11,United Kingdom,4757.16,competition
12957,715.09,2,676,357.545,330.51,384.58,0.86,United Kingdom,8706.97,adoption
12971,2800.85,21,1757,133.3738095238095,1347.04,1453.81,0.93,United Kingdom,15972.79,competition
12974,144.8,1,24,144.8,0.0,144.8,0.0,United Kingdom,408.95,adoption
12976,738.6,1,561,738.6,0.0,738.6,0.0,United Kingdom,3156.38,adoption
12980,892.62,1,114,892.62,0.0,892.62,0.0,United Kingdom,16245.78,adoption
12982,390.54,1,288,390.54,390.54,0.0,390.54,United Kingdom,2744.81,price
12987,304.3,1,108,304.3,0.0,304.3,0.0,United Kingdom,1312.21,adoption
12989,1413.84,4,656,353.46,714.96,698.88,1.02,United Kingdom,13551.75,competition
12993,72.4,1,28,72.4,0.0,72.4,0.0,United Kingdom,1259.63,adoption
12994,352.6,1,166,352.6,352.6,0.0,352.6,United Kingdom,974.42,price
12997,302.92,1,185,302.92,0.0,302.92,0.0,United Kingdom,2110.91,adoption
12999,455.88,3,342,151.96,320.28,135.6,2.34,United Kingdom,455.88,competition
13000,256.78,1,230,256.78,256.78,0.0,256.78,United Kingdom,1032.5,price
13001,3842.21,5,2097,768.442,2578.13,1264.08,2.04,United Kingdom,24172.1,competition
13003,59.05,1,31,59.05,0.0,59.05,0.0,United Kingdom,149.05,adoption
13004,855.98,2,872,427.99,451.78,404.2,1.11,United Kingdom,11650.85,adoption
13005,321.65,1,135,321.65,321.65,0.0,321.65,United Kingdom,999.68,price
13012,330.12,2,148,165.06,0.0,330.12,0.0,United Kingdom,2972.83,adoption
13013,843.9499999999999,2,432,421.97499999999997,649.3199999999999,194.63,3.32,United Kingdom,12625.77,price
13014,1328.03,3,389,442.6766666666667,833.1800000000001,494.84999999999997,1.68,United Kingdom,5381.08,competition
13015,1763.04,4,705,440.76,979.37,783.67,1.25,United Kingdom,6586.42,competition
13018,3031.5099999999998,9,2389,336.83444444444444,826.05,2205.46,0.37,United Kingdom,9763.16,competition
13021,607.65,2,297,303.825,259.35,348.3,0.74,United Kingdom,4887.24,adoption
13026,243.72000000000003,2,348,121.86000000000001,84.36,159.36,0.53,United Kingdom,1733.08,adoption
13027,2400.0,2,6000,1200.0,384.0,2016.0,0.19,United Kingdom,17335.2,adoption
13035,333.0,1,212,333.0,333.0,0.0,333.0,United Kingdom,1364.2,price
13037,577.32,2,294,288.66,250.42,326.9,0.76,United Kingdom,3914.95,adoption
13043,516.42,1,254,516.42,516.42,0.0,516.42,United Kingdom,516.42,price
13046,197.72,1,76,197.72,197.72,0.0,197.72,United Kingdom,949.25,price
13047,846.15,2,369,423.075,427.15,419.0,1.02,United Kingdom,8795.16,adoption
13048,462.31,1,316,462.31,462.31,0.0,462.31,United Kingdom,4084.21,price
13050,744.43,2,437,372.215,401.35,343.08,1.17,United Kingdom,12344.53,adoption
13052,348.15,1,222,348.15,0.0,348.15,0.0,United Kingdom,3168.53,adoption
13055,344.86,1,252,344.86,0.0,344.86,0.0,United Kingdom,2321.11,adoption
13059,183.4,1,35,183.4,183.4,0.0,183.4,United Kingdom,2303.17,price
13060,307.53,1,123,307.53,307.53,0.0,307.53,United Kingdom,307.53,price
13069,1291.45,7,1173,184.49285714285716,707.5699999999999,583.88,1.21,United Kingdom,9683.13,competition
13070,228.8,1,110,228.8,0.0,228.8,0.0,United Kingdom,751.7,adoption
13072,177.15,1,69,177.15,177.15,0.0,177.15,United Kingdom,177.15,price
13078,2472.85,5,839,494.57,1535.7,937.15,1.64,United Kingdom,29532.45,competition
13081,6995.9,2,4846,3497.95,2340.0499999999997,4655.85,0.5,United Kingdom,59205.15,adoption
13082,1580.74,4,1805,395.185,706.5,874.24,0.81,United Kingdom,7335.75,competition
13089,12382.32,27,5994,458.6044444444444,6688.5599999999995,5693.76,1.17,United Kingdom,116737.86,competition
13090,1315.4,2,292,657.7,1315.4,0.0,1315.4,United Kingdom,14103.09,price
13092,254.3,3,64,84.76666666666667,110.2,144.1,0.76,United Kingdom,2140.28,competition
13093,304.5,1,124,304.5,304.5,0.0,304.5,United Kingdom,54943.65,price
13094,411.47999999999996,2,324,205.73999999999998,0.0,411.47999999999996,0.0,United Kingdom,2433.12,adoption
13097,1338.96,2,541,669.48,878.02,460.94,1.9,United Kingdom,13389.22,adoption
13098,6310.01,6,3578,1051.6683333333333,2428.92,3881.09,0.63,United Kingdom,28882.44,competition
13101,101.19,1,113,101.19,0.0,101.19,0.0,United Kingdom,695.4,adoption
13102,1887.36,8,1237,235.92,1250.64,636.72,1.96,United Kingdom,11696.92,competition
13104,111.96000000000001,1,36,111.96000000000001,111.96000000000001,0.0,111.96,United Kingdom,1709.1,price
13110,192.34,1,67,192.34,192.34,0.0,192.34,United Kingdom,2957.47,price
13113,6253.33,11,1352,568.4845454545455,1328.63,4924.7,0.27,United Kingdom,18625.73,competition
13117,251.44,3,294,83.81333333333333,155.88,95.56,1.61,United Kingdom,2643.81,competition
13118,608.77,2,177,304.385,423.55,185.22000000000003,2.27,United Kingdom,2415.41,adoption
13120,30.6,1,12,30.6,30.6,0.0,30.6,United Kingdom,30.6,price
13121,283.73,1,252,283.73,283.73,0.0,283.73,United Kingdom,283.73,price
13122,903.67,1,537,903.67,903.67,0.0,903.67,United Kingdom,922.39,price
13124,1317.8,1,693,1317.8,1317.8,0.0,1317.8,United Kingdom,4782.45,price
13126,530.11,2,677,265.055,530.11,0.0,530.11,United Kingdom,3998.25,price
13132,77.3,1,20,77.3,77.3,0.0,77.3,United Kingdom,77.3,price
13133,57.449999999999996,1,21,57.449999999999996,57.449999999999996,0.0,57.45,United Kingdom,200.45,price
13134,525.7,2,168,262.85,500.2,25.5,18.88,United Kingdom,2475.23,price
13135,3096.0,1,4300,3096.0,0.0,3096.0,0.0,United Kingdom,3371.45,adoption
13136,574.46,1,276,574.46,0.0,574.46,0.0,United Kingdom,6274.56,adoption
13137,645.91,1,392,645.91,645.91,0.0,645.91,United Kingdom,7712.7,price
13138,193.62,1,72,193.62,193.62,0.0,193.62,United Kingdom,1467.24,price
13139,1170.02,2,458,585.01,409.5,760.52,0.54,United Kingdom,8202.98,adoption
13141,876.46,2,641,438.23,0.0,876.46,0.0,United Kingdom,7668.58,adoption
13148,710.67,2,274,355.335,369.09,341.58,1.08,United Kingdom,8621.81,adoption
13157,300.12,1,284,300.12,300.12,0.0,300.12,United Kingdom,5687.36,price
13162,548.43,1,453,548.43,0.0,548.43,0.0,United Kingdom,9275.49,adoption
13168,131.43,1,46,131.43,0.0,131.43,0.0,United Kingdom,1875.31,adoption
13169,505.2,1,96,505.2,505.2,0.0,505.2,United Kingdom,840.08,price
13178,1595.2,3,889,531.7333333333333,483.0,1112.2,0.43,United Kingdom,14059.19,competition
13183,902.04,2,516,451.02,513.84,388.2,1.32,United Kingdom,7036.18,adoption
13184,533.79,3,629,177.92999999999998,117.4,416.39,0.28,United Kingdom,1701.29,competition
13185,71.4,1,12,71.4,71.4,0.0,71.4,United Kingdom,71.4,price
13192,464.32,1,298,464.32,0.0,464.32,0.0,United Kingdom,2558.58,adoption
13196,512.13,1,320,512.13,512.13,0.0,512.13,United Kingdom,3068.84,price
13198,903.01,1,835,903.01,903.01,0.0,903.01,United Kingdom,4974.23,price
13199,1865.12,8,1372,233.14,1088.76,776.36,1.4,United Kingdom,16432.89,competition
13203,165.71,1,145,165.71,165.71,0.0,165.71,United Kingdom,2648.25,price
13208,531.76,2,328,265.88,205.28,326.48,0.63,United Kingdom,1988.5,adoption
13209,1932.24,1,1703,1932.24,0.0,1932.24,0.0,United Kingdom,8509.51,adoption
13213,415.28,2,206,207.64,0.0,415.28,0.0,United Kingdom,3851.52,adoption
13216,333.74,1,297,333.74,333.74,0.0,333.74,United Kingdom,333.74,price
13220,559.69,2,108,279.845,0.0,559.69,0.0,United Kingdom,1336.0900000000001,adoption
13221,349.25,1,91,349.25,349.25,0.0,349.25,United Kingdom,847.41,price
13223,163.2,2,88,81.6,0.0,163.2,0.0,United Kingdom,969.12,adoption
13225,1271.44,2,560,635.72,734.44,537.0,1.37,United Kingdom,16260.07,adoption
13226,108.21000000000001,1,80,108.21000000000001,108.21000000000001,0.0,108.21,United Kingdom,312.46,price
13227,257.7,1,99,257.7,0.0,257.7,0.0,United Kingdom,257.7,adoption
13229,160.95,1,63,160.95,0.0,160.95,0.0,United Kingdom,160.95,adoption
13230,987.83,4,509,246.9575,436.32,551.51,0.79,United Kingdom,6360.78,competition
13232,691.9,3,492,230.63333333333333,117.43,574.47,0.2,United Kingdom,1357.6,competition
13235,1031.07,1,441,1031.07,0.0,1031.07,0.0,United Kingdom,1031.07,adoption
13239,329.56,1,327,329.56,329.56,0.0,329.56,United Kingdom,1594.69,price
13240,218.34,1,74,218.34,218.34,0.0,218.34,United Kingdom,1738.52,price
13242,104.0,2,50,52.0,0.0,104.0,0.0,United Kingdom,699.4,adoption
13243,600.07,1,233,600.07,0.0,600.07,0.0,United Kingdom,1278.04,adoption
13246,564.96,1,342,564.96,0.0,564.96,0.0,United Kingdom,3387.43,adoption
13249,291.84,1,240,291.84,291.84,0.0,291.84,United Kingdom,1608.9299999999998,price
13258,224.62,1,82,224.62,0.0,224.62,0.0,United Kingdom,1035.18,adoption
13261,99.0,1,20,99.0,99.0,0.0,99.0,United Kingdom,944.1,price
13262,200.29,1,125,200.29,200.29,0.0,200.29,United Kingdom,573.45,price
13263,3149.09,13,1842,242.23769230769233,1603.31,1545.78,1.04,United Kingdom,8704.69,competition
13265,1124.8799999999999,2,882,562.4399999999999,1124.8799999999999,0.0,1124.88,United Kingdom,2107.66,price
13266,1510.57,5,1914,302.114,606.17,904.4,0.67,United Kingdom,6135.04,competition
13267,1276.17,8,551,159.52125,633.07,643.1,0.98,United Kingdom,9758.26,competition
13268,1837.78,5,2217,367.556,1291.42,546.36,2.36,United Kingdom,3214.69,competition
13269,1386.06,3,911,462.02,704.6,681.46,1.03,United Kingdom,8891.7,competition
13282,344.7,1,84,344.7,0.0,344.7,0.0,United Kingdom,1313.19,adoption
13285,506.38,1,320,506.38,0.0,506.38,0.0,United Kingdom,3364.59,adoption
13294,483.65,1,317,483.65,483.65,0.0,483.65,United Kingdom,1689.53,price
13299,142.5,1,30,142.5,142.5,0.0,142.5,United Kingdom,1218.7,price
13301,153.85999999999999,1,94,153.85999999999999,0.0,153.85999999999999,0.0,United Kingdom,618.09,adoption
13305,351.35,2,209,175.675,351.35,0.0,351.35,United Kingdom,3754.71,price
13308,814.95,1,519,814.95,0.0,814.95,0.0,United Kingdom,1670.37,adoption
13309,155.93,1,149,155.93,0.0,155.93,0.0,United Kingdom,1706.37,adoption
13310,407.46999999999997,1,161,407.46999999999997,0.0,407.46999999999997,0.0,United Kingdom,1541.2,adoption
