customer_id,avg_basket,invoice,total_amount,spend_drop,total_spend,country,driver,churn,high_ltv,snapshot
12924,298.54,2,597.08,0.62,2469.4,United Kingdom,adoption,1,False,2011-06-01
12931,511.825,4,2047.3,3.11,92347.34,United Kingdom,price,1,True,2011-06-01
12937,214.115,2,428.23,1.03,3097.61,United Kingdom,adoption,1,False,2011-06-01
12948,295.42,3,886.26,1.48,2317.43,United Kingdom,competition,1,False,2011-06-01
12949,750.2333333333332,3,2250.7,2.14,15526.7,United Kingdom,competition,1,False,2011-06-01
12951,159.395,2,318.79,0.94,3213.72,United Kingdom,adoption,0,False,2011-06-01
12955,232.47333333333333,3,697.42,2.11,4757.16,United Kingdom,competition,0,False,2011-06-01
12957,357.545,2,715.09,0.86,8706.97,United Kingdom,adoption,0,False,2011-06-01
12971,133.3738095238095,21,2800.85,0.93,15972.79,United Kingdom,competition,0,False,2011-06-01
12989,353.46,4,1413.84,1.02,13551.75,United Kingdom,competition,1,False,2011-06-01
12999,151.96,3,455.88,2.34,455.88,United Kingdom,competition,1,False,2011-06-01
13001,768.442,5,3842.21,2.04,24172.1,United Kingdom,competition,0,False,2011-06-01
13004,427.99,2,855.98,1.11,11650.85,United Kingdom,adoption,0,False,2011-06-01
13012,165.06,2,330.12,0.0,2972.83,United Kingdom,adoption,1,False,2011-06-01
13013,421.97499999999997,2,843.9499999999999,3.32,12625.77,United Kingdom,price,1,False,2011-06-01
13014,442.6766666666667,3,1328.03,1.68,5381.08,United Kingdom,competition,0,False,2011-06-01
13015,440.76,4,1763.04,1.25,6586.42,United Kingdom,competition,1,False,2011-06-01
13018,336.83444444444444,9,3031.5099999999998,0.37,9763.16,United Kingdom,competition,0,False,2011-06-01
13021,303.825,2,607.65,0.74,4887.24,United Kingdom,adoption,0,False,2011-06-01
13026,121.86000000000001,2,243.72000000000003,0.53,1733.08,United Kingdom,adoption,1,False,2011-06-01
13027,1200.0,2,2400.0,0.19,17335.2,United Kingdom,adoption,1,False,2011-06-01
13037,288.66,2,577.32,0.76,3914.95,United Kingdom,adoption,1,False,2011-06-01
13047,423.075,2,846.15,1.02,8795.16,United Kingdom,adoption,0,False,2011-06-01
13050,372.215,2,744.43,1.17,12344.53,United Kingdom,adoption,0,False,2011-06-01
13069,184.49285714285716,7,1291.45,1.21,9683.13,United Kingdom,competition,0,False,2011-06-01
13078,494.57,5,2472.85,1.64,29532.45,United Kingdom,competition,0,False,2011-06-01
13081,3497.95,2,6995.9,0.5,59205.15,United Kingdom,adoption,1,False,2011-06-01
13082,395.185,4,1580.74,0.81,7335.75,United Kingdom,competition,0,False,2011-06-01
13089,458.6044444444444,27,12382.32,1.17,116737.86,United Kingdom,competition,0,True,2011-06-01
13090,657.7,2,1315.4,1315.4,14103.09,United Kingdom,price,0,False,2011-06-01
13092,84.76666666666667,3,254.3,0.76,2140.28,United Kingdom,competition,1,False,2011-06-01
13094,205.73999999999998,2,411.47999999999996,0.0,2433.12,United Kingdom,adoption,1,False,2011-06-01
13097,669.48,2,1338.96,1.9,13389.22,United Kingdom,adoption,0,False,2011-06-01
13098,1051.6683333333333,6,6310.01,0.63,28882.44,United Kingdom,competition,0,False,2011-06-01
13102,235.92,8,1887.36,1.96,11696.92,United Kingdom,competition,0,False,2011-06-01
13113,568.4845454545455,11,6253.33,0.27,18625.73,United Kingdom,competition,0,False,2011-06-01
13117,83.81333333333333,3,251.44,1.61,2643.81,United Kingdom,competition,1,False,2011-06-01
13118,304.385,2,608.77,2.27,2415.41,United Kingdom,adoption,1,False,2011-06-01
13126,265.055,2,530.11,530.11,3998.25,United Kingdom,price,1,False,2011-06-01
13134,262.85,2,525.7,18.88,2475.23,United Kingdom,price,0,False,2011-06-01
13139,585.01,2,1170.02,0.54,8202.98,United Kingdom,adoption,1,False,2011-06-01
13141,438.23,2,876.46,0.0,7668.58,United Kingdom,adoption,1,False,2011-06-01
13148,355.335,2,710.67,1.08,8621.81,United Kingdom,adoption,1,False,2011-06-01
13178,531.7333333333333,3,1595.2,0.43,14059.19,United Kingdom,competition,0,False,2011-06-01
13183,451.02,2,902.04,1.32,7036.18,United Kingdom,adoption,1,False,2011-06-01
13184,177.92999999999998,3,533.79,0.28,1701.29,United Kingdom,competition,0,False,2011-06-01
13199,233.14,8,1865.12,1.4,16432.89,United Kingdom,competition,0,False,2011-06-01
13208,265.88,2,531.76,0.63,1988.5,United Kingdom,adoption,1,False,2011-06-01
13213,207.64,2,415.28,0.0,3851.52,United Kingdom,adoption,0,False,2011-06-01
13220,279.845,2,559.69,0.0,1336.0900000000001,United Kingdom,adoption,0,False,2011-06-01
13223,81.6,2,163.2,0.0,969.12,United Kingdom,adoption,1,False,2011-06-01
13225,635.72,2,1271.44,1.37,16260.07,United Kingdom,adoption,1,False,2011-06-01
13230,246.9575,4,987.83,0.79,6360.78,United Kingdom,competition,1,False,2011-06-01
13232,230.63333333333333,3,691.9,0.2,1357.6,United Kingdom,competition,0,False,2011-06-01
13242,52.0,2,104.0,0.0,699.4,United Kingdom,adoption,1,False,2011-06-01
13263,242.23769230769233,13,3149.09,1.04,8704.69,United Kingdom,competition,0,False,2011-06-01
13265,562.4399999999999,2,1124.8799999999999,1124.88,2107.66,United Kingdom,price,0,False,2011-06-01
13266,302.114,5,1510.57,0.67,6135.04,United Kingdom,competition,0,False,2011-06-01
13267,159.52125,8,1276.17,0.98,9758.26,United Kingdom,competition,1,False,2011-06-01
13268,367.556,5,1837.78,2.36,3214.69,United Kingdom,competition,0,False,2011-06-01
13269,462.02,3,1386.06,1.03,8891.7,United Kingdom,competition,0,False,2011-06-01
13305,175.675,2,351.35,351.35,3754.71,United Kingdom,price,1,False,2011-06-01
13317,358.6433333333334,3,1075.93,0.7,6486.09,United Kingdom,competition,1,False,2011-06-01
13319,439.7,4,1758.8,1.4,22082.5,United Kingdom,competition,0,False,2011-06-01
13320,254.305,2,508.61,0.0,2228.1,United Kingdom,adoption,1,False,2011-06-01
13324,537.678,5,2688.39,0.97,10513.47,United Kingdom,competition,1,False,2011-06-01
13376,385.0,2,770.0,0.0,1019.76,United Kingdom,adoption,1,False,2011-06-01
13394,310.78499999999997,2,621.5699999999999,1.06,6621.7,United Kingdom,adoption,1,False,2011-06-01
13408,340.136875,16,5442.19,0.88,51733.46,United Kingdom,competition,0,False,2011-06-01
13418,440.245,4,1760.98,0.26,12233.6,United Kingdom,competition,0,False,2011-06-01
13426,322.795,2,645.59,645.59,8167.38,United Kingdom,price,0,False,2011-06-01
13450,339.27,2,678.54,0.0,4120.04,United Kingdom,adoption,1,False,2011-06-01
13451,625.445,2,1250.89,0.95,7190.92,United Kingdom,adoption,1,False,2011-06-01
13452,295.0,2,590.0,590.0,729.8,United Kingdom,price,1,False,2011-06-01
13458,729.4,2,1458.8,2.28,11959.27,United Kingdom,adoption,0,False,2011-06-01
13468,165.135,12,1981.62,2.14,13390.51,United Kingdom,competition,0,False,2011-06-01
13475,480.68,2,961.36,1.58,1431.78,United Kingdom,adoption,1,False,2011-06-01
13479,150.475,2,300.95,0.0,851.37,United Kingdom,adoption,1,False,2011-06-01
13481,489.495,2,978.99,2.11,3830.84,United Kingdom,adoption,1,False,2011-06-01
13488,711.5566666666667,3,2134.67,0.5,15587.88,United Kingdom,competition,1,False,2011-06-01
13491,129.93333333333334,3,389.8,389.8,4566.56,United Kingdom,price,1,False,2011-06-01
13499,231.895,2,463.79,0.52,1159.11,United Kingdom,adoption,1,False,2011-06-01
13505,958.045,2,1916.09,0.0,4393.63,Switzerland,adoption,0,False,2011-06-01
13509,220.35,2,440.7,440.7,1114.72,United Kingdom,price,1,False,2011-06-01
13523,901.145,2,1802.29,0.0,5101.5199999999995,United Kingdom,adoption,1,False,2011-06-01
13533,73.32,2,146.64,146.64,270.79,United Kingdom,price,0,False,2011-06-01
13534,202.38125,8,1619.05,0.65,7720.9,United Kingdom,competition,0,False,2011-06-01
13549,170.85,3,512.55,0.56,1005.8,United Kingdom,competition,1,False,2011-06-01
13552,386.8975,4,1547.59,0.43,6978.92,United Kingdom,competition,0,False,2011-06-01
13555,795.025,2,1590.05,0.0,8999.19,United Kingdom,adoption,1,False,2011-06-01
13571,130.86666666666667,3,392.6,0.58,4546.54,United Kingdom,competition,0,False,2011-06-01
13576,353.11999999999995,3,1059.36,0.45,11551.74,United Kingdom,competition,0,False,2011-06-01
13590,301.485,2,602.97,1.0,6349.59,United Kingdom,adoption,1,False,2011-06-01
13591,388.115,2,776.23,1.47,2093.94,United Kingdom,adoption,1,False,2011-06-01
13592,68.50333333333333,3,205.51,0.59,247.96,United Kingdom,competition,1,False,2011-06-01
13593,231.55,2,463.1,463.1,5523.69,United Kingdom,price,0,False,2011-06-01
13599,234.37,3,703.11,0.89,10167.63,United Kingdom,competition,1,False,2011-06-01
13623,131.97333333333333,3,395.92,1.67,2566.49,United Kingdom,competition,1,False,2011-06-01
13629,731.5,2,1463.0,0.78,13370.86,United Kingdom,adoption,0,False,2011-06-01
13631,332.5,4,1330.0,0.06,3070.42,United Kingdom,competition,0,False,2011-06-01
13632,306.515,2,613.03,0.74,3648.15,United Kingdom,adoption,0,False,2011-06-01
13636,193.475,2,386.95,386.95,949.12,United Kingdom,price,1,False,2011-06-01
13650,372.76,2,745.52,0.99,3288.0,United Kingdom,adoption,1,False,2011-06-01
13654,390.94666666666666,3,1172.84,2.13,6308.0,United Kingdom,competition,1,False,2011-06-01
13662,266.46999999999997,2,532.9399999999999,0.74,2250.11,United Kingdom,adoption,1,False,2011-06-01
13668,286.99857142857144,7,2008.99,0.74,13089.94,United Kingdom,competition,0,False,2011-06-01
13692,435.79,2,871.58,0.0,3114.4,United Kingdom,adoption,1,False,2011-06-01
13694,1089.324375,16,17429.19,1.59,196482.81,United Kingdom,competition,0,True,2011-06-01
13695,71.37,4,285.48,0.41,2770.73,United Kingdom,competition,0,False,2011-06-01
13700,262.55,3,787.65,787.65,2613.46,United Kingdom,price,0,False,2011-06-01
13711,126.03,2,252.06,0.0,1792.26,United Kingdom,adoption,1,False,2011-06-01
13719,169.37,2,338.74,0.0,2815.25,United Kingdom,adoption,1,False,2011-06-01
13720,216.05,2,432.1,432.1,799.9,United Kingdom,price,0,False,2011-06-01
13725,149.835,2,299.67,0.95,1980.56,United Kingdom,adoption,0,False,2011-06-01
13728,167.675,2,335.35,1.19,2855.17,United Kingdom,adoption,1,False,2011-06-01
13731,305.295,2,610.59,1.02,610.59,United Kingdom,adoption,1,False,2011-06-01
13742,235.57500000000002,2,471.15000000000003,0.58,3131.02,United Kingdom,adoption,0,False,2011-06-01
13743,176.58,2,353.16,0.67,1341.6,United Kingdom,adoption,1,False,2011-06-01
13748,188.425,2,376.85,1.55,2268.35,United Kingdom,adoption,1,False,2011-06-01
13752,241.55666666666664,3,724.67,0.62,1590.73,United Kingdom,competition,0,False,2011-06-01
13758,605.135,2,1210.27,0.35,9416.98,United Kingdom,adoption,1,False,2011-06-01
13767,281.5881818181818,11,3097.47,0.54,35540.53,United Kingdom,competition,0,False,2011-06-01
13769,273.8966666666667,3,821.69,0.58,5800.42,United Kingdom,competition,1,False,2011-06-01
13771,732.425,2,1464.85,1.47,5728.82,United Kingdom,adoption,1,False,2011-06-01
13777,370.698,5,1853.49,5.93,56478.42,United Kingdom,price,0,False,2011-06-01
13784,221.415,2,442.83,0.28,2910.23,United Kingdom,adoption,0,False,2011-06-01
13798,537.6723809523809,21,11291.119999999999,0.73,75836.87,United Kingdom,competition,0,False,2011-06-01
13811,240.75,2,481.5,1.16,814.5,Germany,adoption,0,False,2011-06-01
13824,395.05,2,790.1,5.0,3314.76,United Kingdom,price,1,False,2011-06-01
13831,344.995,2,689.99,0.0,7023.58,United Kingdom,adoption,1,False,2011-06-01
13842,306.98,3,920.94,0.51,5629.91,United Kingdom,competition,1,False,2011-06-01
13854,321.1488888888889,9,2890.34,0.88,12253.96,United Kingdom,competition,1,False,2011-06-01
13871,484.92,4,1939.68,0.7,7885.85,United Kingdom,competition,0,False,2011-06-01
13880,259.265,2,518.53,1.28,4391.66,United Kingdom,adoption,0,False,2011-06-01
13881,848.04,3,2544.12,0.63,45179.1,United Kingdom,competition,0,False,2011-06-01
13883,435.695,4,1742.78,1.28,6560.0199999999995,United Kingdom,competition,1,False,2011-06-01
13884,29.049999999999997,2,58.099999999999994,58.1,1888.48,United Kingdom,price,1,False,2011-06-01
13900,366.225,2,732.45,0.95,1610.59,United Kingdom,adoption,0,False,2011-06-01
13908,415.555,2,831.11,1.48,2369.55,United Kingdom,adoption,1,False,2011-06-01
13911,286.16,4,1144.64,0.86,4234.99,United Kingdom,competition,1,False,2011-06-01
13946,242.98499999999999,2,485.96999999999997,0.76,1876.23,United Kingdom,adoption,1,False,2011-06-01
13952,1625.535,2,3251.07,1.69,12823.52,United Kingdom,adoption,1,False,2011-06-01
13953,625.0,2,1250.0,0.67,6640.68,United Kingdom,adoption,0,False,2011-06-01
13956,146.835,2,293.67,293.67,1026.42,United Kingdom,price,1,False,2011-06-01
13969,211.0625,4,844.25,0.21,13365.87,United Kingdom,competition,0,False,2011-06-01
13971,320.52,2,641.04,0.93,4667.57,United Kingdom,adoption,0,False,2011-06-01
13975,480.805,2,961.61,2.39,5358.84,United Kingdom,adoption,1,False,2011-06-01
13983,297.715,2,595.43,0.95,7108.45,United Kingdom,adoption,0,False,2011-06-01
13985,320.4,2,640.8,1.58,10020.86,United Kingdom,adoption,0,False,2011-06-01
13988,678.04,2,1356.08,0.87,4757.8,United Kingdom,adoption,0,False,2011-06-01
13993,334.985,2,669.97,0.71,6775.71,United Kingdom,adoption,1,False,2011-06-01
13999,318.56,2,637.12,0.9,9502.26,United Kingdom,adoption,0,False,2011-06-01
14009,347.805,2,695.61,0.0,1099.91,United Kingdom,adoption,1,False,2011-06-01
14016,1305.445,2,2610.89,1.3,11403.41,EIRE,adoption,1,False,2011-06-01
14021,250.85,2,501.7,0.65,1716.58,United Kingdom,adoption,1,False,2011-06-01
14030,225.64499999999998,2,451.28999999999996,451.29,8262.29,United Kingdom,price,1,False,2011-06-01
14031,651.6833333333333,6,3910.1,0.77,40999.17,United Kingdom,competition,0,False,2011-06-01
14032,305.3833333333333,3,916.15,2.02,4850.27,United Kingdom,competition,0,False,2011-06-01
14040,267.665,2,535.33,0.47,12645.57,United Kingdom,adoption,0,False,2011-06-01
14051,541.424,5,2707.12,1.09,22434.0,United Kingdom,competition,0,False,2011-06-01
14056,300.3355555555556,9,2703.02,0.9,8214.65,United Kingdom,competition,0,False,2011-06-01
14057,225.36599999999999,5,1126.83,2.28,8408.84,United Kingdom,competition,0,False,2011-06-01
14060,256.40999999999997,4,1025.6399999999999,1.33,9519.08,United Kingdom,competition,0,False,2011-06-01
14062,869.12,2,1738.24,1738.24,25604.2,United Kingdom,price,0,False,2011-06-01
14064,280.71999999999997,3,842.16,1.98,3332.42,United Kingdom,competition,1,False,2011-06-01
14071,178.405,2,356.81,356.81,1438.82,United Kingdom,price,1,False,2011-06-01
14077,99.805,2,199.61,1.4,615.08,United Kingdom,adoption,0,False,2011-06-01
14078,138.845,2,277.69,0.0,1692.63,United Kingdom,adoption,0,False,2011-06-01
14083,14.79,2,29.58,0.89,1407.26,United Kingdom,quality,1,False,2011-06-01
14085,206.125,4,824.5,1.64,10104.97,United Kingdom,competition,0,False,2011-06-01
14092,292.41333333333336,3,877.24,0.37,7229.45,United Kingdom,competition,0,False,2011-06-01
14099,251.365,2,502.73,0.94,5765.71,United Kingdom,adoption,0,False,2011-06-01
14101,1157.68,2,2315.36,1.12,9961.93,United Kingdom,adoption,1,False,2011-06-01
14107,426.995,2,853.99,1.84,4877.3,United Kingdom,adoption,0,False,2011-06-01
14110,850.76,2,1701.52,1.13,12987.95,United Kingdom,adoption,0,False,2011-06-01
14112,384.1666666666667,3,1152.5,1.15,5834.59,United Kingdom,competition,1,False,2011-06-01
14154,672.81,2,1345.62,1345.62,6460.7,United Kingdom,price,1,False,2011-06-01
14156,1561.383,10,15613.83,1.51,313946.37,EIRE,competition,0,True,2011-06-01
14161,413.685,2,827.37,0.47,3318.88,United Kingdom,adoption,1,False,2011-06-01
14163,374.895,2,749.79,1.22,2594.62,United Kingdom,adoption,1,False,2011-06-01
14180,209.76999999999998,5,1048.85,0.82,6319.25,United Kingdom,competition,0,False,2011-06-01
14189,247.645,4,990.58,0.46,5814.39,United Kingdom,competition,1,False,2011-06-01
14191,214.55,2,429.1,0.0,4817.66,United Kingdom,adoption,0,False,2011-06-01
14194,481.82,6,2890.92,0.58,18670.59,United Kingdom,competition,0,False,2011-06-01
14195,506.0,2,1012.0,4.49,2615.6,United Kingdom,price,1,False,2011-06-01
14201,148.51,2,297.02,0.0,1193.54,United Kingdom,adoption,0,False,2011-06-01
14209,367.6,2,735.2,1.33,4993.2699999999995,United Kingdom,adoption,1,False,2011-06-01
14210,311.13,2,622.26,0.0,5861.5199999999995,United Kingdom,adoption,1,False,2011-06-01
14211,148.26333333333335,3,444.79,0.45,4402.29,United Kingdom,competition,1,False,2011-06-01
14217,148.36333333333334,3,445.09000000000003,1.19,3416.89,United Kingdom,competition,0,False,2011-06-01
14226,854.6999999999999,2,1709.3999999999999,1.35,3002.5299999999997,United Kingdom,adoption,1,False,2011-06-01
14227,277.13666666666666,6,1662.82,0.22,6368.71,United Kingdom,competition,1,False,2011-06-01
14235,632.275,2,1264.55,2.05,4717.99,United Kingdom,adoption,1,False,2011-06-01
14239,166.52,3,499.56,0.41,4263.17,United Kingdom,competition,1,False,2011-06-01
14245,846.725,2,1693.45,1.46,1693.45,United Kingdom,adoption,1,False,2011-06-01
14258,830.41,4,3321.64,1.15,32051.34,United Kingdom,competition,1,False,2011-06-01
14267,418.18,2,836.36,836.36,1516.24,United Kingdom,price,0,False,2011-06-01
14273,109.35000000000001,2,218.70000000000002,1.06,559.97,United Kingdom,adoption,1,False,2011-06-01
14282,309.545,4,1238.18,0.35,7849.66,United Kingdom,competition,0,False,2011-06-01
14287,41.64,2,83.28,0.0,176.63,United Kingdom,adoption,1,False,2011-06-01
14289,135.99,2,271.98,1.17,911.26,United Kingdom,adoption,0,False,2011-06-01
14291,537.82,3,1613.46,1.56,7904.099999999999,United Kingdom,competition,0,False,2011-06-01
14298,1248.7275,12,14984.73,0.2,91194.49,United Kingdom,competition,0,True,2011-06-01
14334,335.21999999999997,3,1005.66,0.57,4318.48,United Kingdom,competition,1,False,2011-06-01
14336,371.4633333333333,3,1114.3899999999999,0.92,1614.91,United Kingdom,competition,1,False,2011-06-01
14341,183.76,2,367.52,0.0,4467.32,United Kingdom,adoption,1,False,2011-06-01
14344,96.74333333333334,3,290.23,3.66,3333.7,United Kingdom,price,1,False,2011-06-01
14352,422.65999999999997,2,845.3199999999999,0.38,1078.96,United Kingdom,adoption,1,False,2011-06-01
14364,558.6,2,1117.2,0.0,3717.35,United Kingdom,adoption,0,False,2011-06-01
14367,471.5183333333334,6,2829.11,2.11,9261.52,United Kingdom,competition,0,False,2011-06-01
14388,430.195,2,860.39,0.87,6701.0,United Kingdom,adoption,1,False,2011-06-01
14390,406.19,2,812.38,1.62,6399.83,United Kingdom,adoption,1,False,2011-06-01
14395,312.1933333333333,3,936.58,1.41,8208.01,United Kingdom,competition,0,False,2011-06-01
14397,121.12,2,242.24,0.0,2612.96,United Kingdom,adoption,0,False,2011-06-01
14403,488.005,2,976.01,4.24,1880.51,United Kingdom,price,1,False,2011-06-01
14407,501.34,2,1002.68,0.55,2157.73,United Kingdom,adoption,1,False,2011-06-01
14408,352.82,2,705.64,705.64,4109.77,United Kingdom,price,0,False,2011-06-01
14410,128.23,5,641.15,2.23,2651.14,United Kingdom,competition,1,False,2011-06-01
14415,392.12,2,784.24,0.0,12091.6,United Kingdom,adoption,0,False,2011-06-01
14447,300.515,2,601.03,0.79,1711.73,United Kingdom,adoption,1,False,2011-06-01
14462,166.56,3,499.68,0.98,2270.01,United Kingdom,competition,0,False,2011-06-01
14465,230.66,2,461.32,461.32,3946.03,United Kingdom,price,1,False,2011-06-01
14502,154.16,4,616.64,0.56,2470.67,United Kingdom,competition,1,False,2011-06-01
14504,180.90333333333334,3,542.71,542.71,673.26,United Kingdom,price,1,False,2011-06-01
14505,608.4499999999999,3,1825.35,0.47,12001.84,United Kingdom,competition,1,False,2011-06-01
14507,205.10333333333332,3,615.31,1.6,3284.43,United Kingdom,competition,1,False,2011-06-01
